Mod:Item:MetaData, Localized Name
soviet:soviet_window_angle, tile.soviet_window_angle.name
soviet:lab_table_center, LabTable
soviet:panel_block_ang, tile.panel_block_ang.name
soviet:introdoors, Aluminum frame
soviet:factory_window, tile.factory_window.name
soviet:aquamarine_tile, Aquamarine tile
soviet:aquamarine_tile_cracked, Break aquamarine tile
soviet:inc_lamp_false, Incandescent lamp
soviet:inc_lamp_true, Incandescent lamp
soviet:wood_labshelf_down, Wood LabTable
soviet:wood_labshelf_down_break, Break wood LabTable
soviet:wood_labshelf_upper, Wood LabTable glass case
soviet:wood_labshelf_upper_break, Break wood LabTable glass case
soviet:swamp_water, tile.swamp_water.name
soviet:vent_pipe, Ventpipe
soviet:hermo_trapdoor, Rusty Hermetic trapdoor
soviet:lab_table_right, LabTable
soviet:lab_table_left, LabTable
soviet:rusty_handhold_angle, Corner Soviet railing
soviet:gofro_gold, Gold-tone metal panel
soviet:magnetmixer, Magnet Mixer
soviet:alkofire, Burner with test tube on a tripod
soviet:mixer, Centrifuge
soviet:autoclave, Autoclave
soviet:barb_wire, Barb Wire
soviet:hermodoor, Hermodoor
soviet:fantom_block2, tile.fantom_block2.name
soviet:fantom_block, Fantom block
soviet:po2_down, Fence PO-2
soviet:po2_up, tile.po2_up.name
soviet:rasty_rall, Rusty Ralling Block
soviet:electro_stove, Laboratory electric stove
soviet:keyboard, Soviet Keyboard
soviet:distill_app, Soviet distillation flask
soviet:quartz_tigel, Quartz Tigel
soviet:steve_helm_s, Unknown Skull
soviet:steve_helm, Mummified  Skull
soviet:dry_cab, Dry Cab
soviet:block_moss, Moss
soviet:wood_door, Soviet Wood Door
soviet:wood_door_into, Lab Door
soviet:raw_beton, Raw Concrete
soviet:white_soviet_bricks, White Bricks
soviet:mega_lamp, Soviet spotlight "Jupiter"
soviet:mega_lamp_true, tile.mega_lamp_true.name
soviet:lift_up, Lift
soviet:lift_down, Lift
soviet:soviet_box, Soviet Box
soviet:floor_grid, Steel footbridge
soviet:red_lamp, Red Lamp
soviet:red_lamp_on, Emergency lamp
soviet:white_tilled_block, White tilled block
soviet:glazed_tile, Soviet tile
soviet:glazed_tile_blue_cracked, Soviet tile
soviet:glazed_tile_white_cracked, Soviet tile
soviet:glazed_tile_cracked, Soviet tile
soviet:glazed_tile_blue, Soviet tile
soviet:glazed_tile_white, Soviet tile
soviet:tilled_block_cracked, Soviet tile
soviet:moss_tilled_block, Soviet tile
soviet:blue_tilled_block, Soviet tile
soviet:tilled_block, Soviet tile
soviet:blue_tilled_block_moss, Soviet Kafel Tile
soviet:blue_tilled_block_cracked, Soviet Kafel Tile
soviet:glazed_tile_black, Soviet tile
soviet:glazed_tile_black_cracked, Soviet tile
soviet:toilet, Soviet toilet
soviet:sink, Soviet sink
soviet:lino2, tile.lino2.name
soviet:lab_glass_case, LabTable glass case
soviet:wires, Wires
soviet:glass_tube, Stand with test tubes
soviet:tableside, Table Side
soviet:beton_block, Beton-block
soviet:lab_tile, Blue mosaic
soviet:lab_tile2, Red mosaic
soviet:full_diagonal_grid, Window bar
soviet:full_diagonal_grid_invert, Invert window bar
soviet:diagonal_grid, Radial window bar
soviet:polu_circle_grid, Window bar "Chamomile"
soviet:sovietlamp_cracked, Broken halogen lamp
soviet:rubbish, Rubbish
soviet:soviet_window, Soviet Window
soviet:airlock_door, Airlock door
soviet:pipe_autoclave, Part of the pipe life-support
soviet:electro_board, ElectroBoard
soviet:thintube, Battery pipes
soviet:comp, Burned CRT Monitor
soviet:sysblock, Old system block
soviet:pipes, Pipes
soviet:pipeangle, Angle pipes
soviet:iron_beam_thin_vertical, Vertical Iron Beam
soviet:iron_beam_thin, Iron Beam
soviet:soviet_chair, Soviet Chair
soviet:iron_beam_vertical, Vertical Iron Column
soviet:iron_beam_withbeton, Thick  Iron Beam in concrete
soviet:iron_beam, Thick Iron Beam
soviet:beton_with_ralling, Broken concrete with protruding rebar
soviet:soviet_bricks_with_white, Soviet bricks with white
soviet:green_beton_with_ralling, Green Cracked Beton
soviet:lino3, tile.lino3.name
soviet:soviet_ladder, Rusty ladder
soviet:panel_block_rot, tile.panel_block_rot.name
soviet:biolab_tile, tile.biolab_tile.name
soviet:biolab_tile_up, tile.biolab_tile_up.name
soviet:beton_panel, tile.beton_panel.name
soviet:beton_panel_ang, tile.beton_panel_ang.name
soviet:beton_panel_rot, tile.beton_panel_rot.name
soviet:bedside, Bedside
soviet:beton_stairs, Soviet concrete steps
soviet:battery, Rusty Soviet battery
soviet:rusty_handhold, Soviet railings
soviet:gofro_handhold, Soviet Gofro-Handhold
soviet:soviet_bricks, Soviet bricks
soviet:green_bricks, Bricks with flaky green paint
soviet:rusty_ralling, Rusty fittings
soviet:soviet_window_leaf, Soviet Window with Leaf
soviet:lino1, Lino
soviet:sovietselector, Soviet Switch
soviet:soviettable, Soviet Table
soviet:ralling_door, Rusty lattice door
soviet:soviet_ladder2, Rusty Bracked
soviet:sovietlamp, Soviet Halogen Lamp
soviet:sovietlamptrue, Soviet Halogen Lamp
soviet:modern_window, NII's Window
soviet:travertine_block, tile.travertine_block.name
soviet:soviet_bed, tile.soviet_bed.name
soviet:modern_window_leaf, NII's Window with leaf
soviet:betons:0, Soviet gray concrete
soviet:betons:1, Soviet concrete with green paint
soviet:betons:2, Soviet Gray Cracked Concrete
soviet:betons:3, Soviet concrete with cracked green paint
soviet:betons:4, Whitewashed ceiling
soviet:betons:5, Peeled-off whitewashed ceiling
soviet:betons:6, Blue beton
soviet:betons:7, Crack blue beton
soviet:betons:8, tile.betons.beige_beton.name
soviet:betons:9, tile.betons.beige_beton_crack.name
soviet:betons:10, tile.betons.beige_beton2.name
soviet:betons:11, tile.betons.beige_beton2_crack.name
soviet:kafels:0, Soviet Kafel �1
soviet:kafels:1, Soviet Kafel �2
soviet:kafels:2, Soviet Kafel �3
soviet:kafels:3, Moss Soviet Kafel �1
soviet:kafels:4, Moss Soviet Kafel �2
soviet:kafels:5, Moss Soviet Kafel �3
soviet:kafels:6, Cracked Soviet Kafel �1
soviet:kafels:7, Cracked Soviet Kafel �2
soviet:kafels:8, Cracked Soviet Kafel �3
soviet:kafels:9, Soviet Kafel �4
soviet:kafels:10, Soviet Kafel �5
soviet:kafels:11, Soviet Kafel �6
soviet:kafels:12, Tile with Tracery
soviet:nii_blocks:0, Travertine bricks
soviet:nii_blocks:1, Ceramic-granite tile
soviet:nii_blocks:2, Granite mosaic
soviet:nii_blocks:3, Concrete foambricks
soviet:asphalt, tile.asphalt.name
soviet:road_asphalt, tile.road_asphalt.name
soviet:nii_glass_2, tile.nii_glass_2.name
soviet:bordur, tile.bordur.name
soviet:windproof_beton, tile.windproof_beton.name
soviet:small_tiles_red, tile.small_tiles_red.name
soviet:small_tiles_red_cracked, tile.small_tiles_red_cracked.name
soviet:small_tiles_yellow, tile.small_tiles_yellow.name
soviet:small_tiles_yellow_cracked, tile.small_tiles_yellow_cracked.name
soviet:red_bricks, tile.red_bricks.name
soviet:big_beton_plate, tile.big_beton_plate.name
soviet:light_bricks2, tile.light_bricks2.name
soviet:light_bricks2_crack, tile.light_bricks2_crack.name
soviet:soviet_bed_item, item.soviet_bed_item.name
soviet:rusty_iron_door_item, item.rusty_iron_door_item.name
soviet:alm_door_item, item.alm_door_item.name
soviet:adh_tile, item.adh_tile.name
soviet:wrench, Monkey wrench
soviet:quadtile, Quad Tile
soviet:big_tile, item.big_tile.name
soviet:white_brick, White Brick
soviet:tile, Rectangular tile
soviet:andesite_rock, Andesit Rock
soviet:hammer, Hammer
soviet:ralling_door_item, Rusty lattice door
soviet:quad_tile_small, item.quad_tile_small.name
soviet:walltile_1, Soviet Wall Tile #1
soviet:walltile_2, Soviet Wall Tile #2
soviet:quadtile_glass, item.quadtile_glass.name
soviet:hermodoor_item, Rusty Hermodoor
soviet:airlock_door_item, Airlock door
soviet:wood_door_item, Soviet Wood Door
soviet:wood_door_into_item, Lab Door
soviet:soviet_steel, Soviet Steel
soviet:armature, Armature
soviet:wallpaper_1, Soviet Wallpaper #1
soviet:item_dsp_panel_1, item.item_dsp_panel_1.name
soviet:wallpaper_2, Soviet Wallpaper #2
soviet:wallpaper_3, Soviet Wallpaper #3
soviet:wallpaper_4, Soviet Wallpaper #4
soviet:wallpaper_5, Soviet Wallpaper #5
soviet:item_red_banner, Propaganda poster
thermalcultivation:watering_can:0, Watering Can (Basic)
thermalcultivation:watering_can:1, Watering Can (Hardened)
thermalcultivation:watering_can:2, Watering Can (Reinforced)
thermalcultivation:watering_can:3, Watering Can (Signalum)
thermalcultivation:watering_can:4, Watering Can (Resonant)
thermalcultivation:watering_can:32000, Watering Can (Creative)
thermalinnovation:drill:0, Fluxbore (Basic)
thermalinnovation:drill:1, Fluxbore (Hardened)
thermalinnovation:drill:2, Fluxbore (Reinforced)
thermalinnovation:drill:3, Fluxbore (Signalum)
thermalinnovation:drill:4, Fluxbore (Resonant)
thermalinnovation:drill:32000, Fluxbore (Creative)
thermalinnovation:saw:0, Fluxsaw (Basic)
thermalinnovation:saw:1, Fluxsaw (Hardened)
thermalinnovation:saw:2, Fluxsaw (Reinforced)
thermalinnovation:saw:3, Fluxsaw (Signalum)
thermalinnovation:saw:4, Fluxsaw (Resonant)
thermalinnovation:saw:32000, Fluxsaw (Creative)
thermalinnovation:magnet:0, Fluxomagnet (Basic)
thermalinnovation:magnet:1, Fluxomagnet (Hardened)
thermalinnovation:magnet:2, Fluxomagnet (Reinforced)
thermalinnovation:magnet:3, Fluxomagnet (Signalum)
thermalinnovation:magnet:4, Fluxomagnet (Resonant)
thermalinnovation:magnet:32000, Fluxomagnet (Creative)
thermalinnovation:injector:0, Hypoinfuser (Basic)
thermalinnovation:injector:1, Hypoinfuser (Hardened)
thermalinnovation:injector:2, Hypoinfuser (Reinforced)
thermalinnovation:injector:3, Hypoinfuser (Signalum)
thermalinnovation:injector:4, Hypoinfuser (Resonant)
thermalinnovation:injector:32000, Hypoinfuser (Creative)
thermalinnovation:quiver:0, Alchemical Quiver (Basic)
thermalinnovation:quiver:1, Alchemical Quiver (Hardened)
thermalinnovation:quiver:2, Alchemical Quiver (Reinforced)
thermalinnovation:quiver:3, Alchemical Quiver (Signalum)
thermalinnovation:quiver:4, Alchemical Quiver (Resonant)
thermalinnovation:quiver:32000, Alchemical Quiver (Creative)
translocators:diamond_nugget, Diamond Nugget
translocators:translocator_part:0, Item Translocator
translocators:translocator_part:1, Liquid Translocator
libvulpes:blockphantom, tile.blockPhantom.name
libvulpes:hatch:0, Input Hatch
libvulpes:hatch:1, Output Hatch
libvulpes:hatch:2, Fluid Input Hatch
libvulpes:hatch:3, Fluid Output Hatch
libvulpes:placeholder, Machine
libvulpes:structuremachine, Machine Structure
libvulpes:creativepowerbattery, Creative Power Input Plug
libvulpes:forgepowerinput, Power Input Plug
libvulpes:forgepoweroutput, Power Output Plug
libvulpes:coalgenerator, Coal Generator
libvulpes:motor, Motor
libvulpes:advancedmotor, Advanced Motor
libvulpes:enhancedmotor, Enhanced Motor
libvulpes:elitemotor, Elite Motor
libvulpes:advstructuremachine, Advanced Machine Structure
libvulpes:ic2plug, IC2 Plug(EU)
libvulpes:productdust:0, Dilithium Dust
libvulpes:productdust:1, Iron Dust
libvulpes:productdust:2, Gold Dust
libvulpes:productdust:3, Silicon Dust
libvulpes:productdust:4, Copper Dust
libvulpes:productdust:5, Tin Dust
libvulpes:productdust:6, Steel Dust
libvulpes:productdust:7, Titanium Dust
libvulpes:productdust:9, Aluminum Dust
libvulpes:productdust:10, Iridium Dust
libvulpes:productingot:3, Silicon Ingot
libvulpes:productingot:4, Copper Ingot
libvulpes:productingot:5, Tin Ingot
libvulpes:productingot:6, Steel Ingot
libvulpes:productingot:7, Titanium Ingot
libvulpes:productingot:9, Aluminum Ingot
libvulpes:productingot:10, Iridium Ingot
libvulpes:productgem:0, Dilithium Crystal
libvulpes:productboule:3, Silicon Boule
libvulpes:productnugget:3, Silicon Nugget
libvulpes:productnugget:4, Copper Nugget
libvulpes:productnugget:5, Tin Nugget
libvulpes:productnugget:6, Steel Nugget
libvulpes:productnugget:7, Titanium Nugget
libvulpes:productnugget:9, Aluminum Nugget
libvulpes:productnugget:10, Iridium Nugget
libvulpes:productplate:1, Iron Plate
libvulpes:productplate:2, Gold Plate
libvulpes:productplate:3, Silicon Plate
libvulpes:productplate:4, Copper Plate
libvulpes:productplate:5, Tin Plate
libvulpes:productplate:6, Steel Plate
libvulpes:productplate:7, Titanium Plate
libvulpes:productplate:9, Aluminum Plate
libvulpes:productplate:10, Iridium Plate
libvulpes:productrod:1, Iron Rod
libvulpes:productrod:4, Copper Rod
libvulpes:productrod:6, Steel Rod
libvulpes:productrod:7, Titanium Rod
libvulpes:productrod:10, Iridium Rod
libvulpes:productfan:6, Steel Fan
libvulpes:productsheet:1, Iron Sheet
libvulpes:productsheet:4, Copper Sheet
libvulpes:productsheet:6, Steel Sheet
libvulpes:productsheet:7, Titanium Sheet
libvulpes:productsheet:9, Aluminum Sheet
libvulpes:productgear:6, Steel Gear
libvulpes:productgear:7, Titanium Gear
libvulpes:ore0:0, Dilithium Ore
libvulpes:ore0:4, Copper Ore
libvulpes:ore0:5, Tin Ore
libvulpes:ore0:8, Rutile Ore
libvulpes:ore0:9, Aluminum Ore
libvulpes:ore0:10, Iridium Ore
libvulpes:metal0:4, Copper Block
libvulpes:metal0:5, Tin Block
libvulpes:metal0:6, Steel Block
libvulpes:metal0:7, Titanium Block
libvulpes:metal0:9, Aluminum Block
libvulpes:metal0:10, Iridium Block
libvulpes:coil0:2, Gold Coil
libvulpes:coil0:4, Copper Coil
libvulpes:coil0:7, Titanium Coil
libvulpes:coil0:9, Aluminum Coil
libvulpes:coil0:10, Iridium Coil
advancedrocketry:launchpad, Launch Pad
advancedrocketry:rocketbuilder, Rocket Assembling Machine
advancedrocketry:structuretower, Structure Tower
advancedrocketry:seat, Seat
advancedrocketry:rocketmotor, Liquid Fueled Engine
advancedrocketry:advrocketmotor, Advanced Rocket Engine
advancedrocketry:fueltank, Liquid Fuel Tank
advancedrocketry:fuelingstation, Fueling station
advancedrocketry:monitoringstation, Rocket Monitoring Station
advancedrocketry:satellitebuilder, Satellite Builder
advancedrocketry:moonturf, Moon Turf
advancedrocketry:moonturf_dark, Dark Moon Turf
advancedrocketry:hotturf, Oxidized Ferric Sand
advancedrocketry:loader:0, Data Bus
advancedrocketry:loader:1, Satellite Bay
advancedrocketry:loader:2, Rocket Unloader
advancedrocketry:loader:3, Rocket Loader
advancedrocketry:loader:4, Rocket Fluid Unloader
advancedrocketry:loader:5, Rocket Fluid Loader
advancedrocketry:loader:6, Guidance Computer Access Hatch
advancedrocketry:precisionassemblingmachine, Precision Assembler
advancedrocketry:blastbrick, HeatProof Brick
advancedrocketry:quartzcrucible, Quartz Crucible
advancedrocketry:crystallizer, Crystallizer
advancedrocketry:cuttingmachine, Cutting Machine
advancedrocketry:alienwood, Wood
advancedrocketry:alienleaves, Lightwood Leaves
advancedrocketry:aliensapling, Lightwood Sapling
advancedrocketry:observatory, Observatory
advancedrocketry:blackholegenerator, Black Hole Generator
advancedrocketry:concrete, Concrete
advancedrocketry:planetselector, Planet Selector
advancedrocketry:satellitecontrolcenter, Satellite Terminal
advancedrocketry:planetanalyser, Astrobody Data Processor
advancedrocketry:guidancecomputer, Guidance Computer
advancedrocketry:arcfurnace, Electric Arc Furnace
advancedrocketry:sawblade, Saw Blade Assembly
advancedrocketry:lathe, Lathe
advancedrocketry:rollingmachine, Rolling Machine
advancedrocketry:platepress, Small Plate Presser
advancedrocketry:stationbuilder, Space Station Assembler
advancedrocketry:electrolyser, Electrolyser
advancedrocketry:chemicalreactor, Chemical Reactor
advancedrocketry:oxygenscrubber, CO2 Scrubber
advancedrocketry:oxygenvent, Oxygen Vent
advancedrocketry:oxygencharger, Gas Charge Pad
advancedrocketry:airlock_door, tile.smallAirlockDoor.name
advancedrocketry:landingpad, Docking Pad
advancedrocketry:warpcore, Warp Core
advancedrocketry:warpmonitor, Warp Controller
advancedrocketry:oxygendetection, Atmosphere Detector
advancedrocketry:unlittorch, Extinguished Torch
advancedrocketry:geode, Geode Block
advancedrocketry:oxygenfluid, Oxygen
advancedrocketry:hydrogenfluid, Hydrogen
advancedrocketry:rocketfuel, Rocket Fuel
advancedrocketry:nitrogenfluid, Nitrogen
advancedrocketry:enrichedlavafluid, Enriched Lava Block
advancedrocketry:vitrifiedsand, Vitrified Sand
advancedrocketry:charcoallog, Charcoal Log
advancedrocketry:electricmushroom, Electric Mushroom
advancedrocketry:crystal:0, Violet Crystal Block
advancedrocketry:crystal:1, Blue Crystal Block
advancedrocketry:crystal:2, Green Crystal Block
advancedrocketry:crystal:3, Red Crystal Block
advancedrocketry:crystal:4, Yellow Crystal Block
advancedrocketry:crystal:5, Orange Crystal Block
advancedrocketry:orientationcontroller, Orientation Controller
advancedrocketry:gravitycontroller, Station Gravity Controller
advancedrocketry:drill, Drill
advancedrocketry:microwavereciever, Microwave Receiver
advancedrocketry:lightsource, tile.lightSource.name
advancedrocketry:solarpanel, Solar Panel
advancedrocketry:suitworkstation, Suit Workstation
advancedrocketry:biomescanner, Biome Scanner
advancedrocketry:terraformer, Atmosphere Terraformer
advancedrocketry:deployablerocketbuilder, Unmanned Vehicle Assembler
advancedrocketry:liquidtank, Pressurized Tank
advancedrocketry:intake, Gas Intake
advancedrocketry:circlelight, Station Light
advancedrocketry:solargenerator, Solar Generator
advancedrocketry:stationmarker, Station Docking Port
advancedrocketry:altitudecontroller, Altitude Controller
advancedrocketry:railgun, Railgun
advancedrocketry:astrobed, tile.astroBed.name
advancedrocketry:planetholoselector, Holographic Planet Selector
advancedrocketry:blocklens, Lens
advancedrocketry:forcefield, Force Field
advancedrocketry:forcefieldprojector, Force Field Projector
advancedrocketry:pipesealer, Pipe Seal
advancedrocketry:spaceelevatorcontroller, Space Elevator
advancedrocketry:beacon, Beacon
advancedrocketry:planks, Lightwood planks
advancedrocketry:thermitetorch, Thermite Torch
advancedrocketry:wirelesstransciever, Wireless Transceiver
advancedrocketry:blockpump, Fluid Pump
advancedrocketry:centrifuge, Essentia Centrifuge
advancedrocketry:basalt, Basalt
advancedrocketry:landingfloat, Landing Float
advancedrocketry:gravitymachine, Area Gravity Controller
advancedrocketry:spacelaser, Orbital Laser Drill
advancedrocketry:productdust:0, Titanium Aluminide Dust
advancedrocketry:productdust:1, Titanium Iridium Alloy Dust
advancedrocketry:productingot:0, Titanium Aluminide Ingot
advancedrocketry:productingot:1, Titanium Iridium Alloy Ingot
advancedrocketry:productnugget:0, Titanium Aluminide Nugget
advancedrocketry:productnugget:1, Titanium Iridium Alloy Nugget
advancedrocketry:productplate:0, Titanium Aluminide Plate
advancedrocketry:productplate:1, Titanium Iridium Alloy Plate
advancedrocketry:productrod:0, Titanium Aluminide Rod
advancedrocketry:productrod:1, Titanium Iridium Alloy Rod
advancedrocketry:productsheet:0, Titanium Aluminide Sheet
advancedrocketry:productsheet:1, Titanium Iridium Alloy Sheet
advancedrocketry:productgear:0, Titanium Aluminide Gear
advancedrocketry:productgear:1, Titanium Iridium Alloy Gear
advancedrocketry:metal0:0, Titanium Aluminide Block
advancedrocketry:metal0:1, Titanium Iridium Alloy Block
thaumcraft:ore_amber, Amber Bearing Stone
thaumcraft:ore_cinnabar, Cinnabar Ore
thaumcraft:ore_quartz, Quartz Ore
thaumcraft:crystal_aer, Air Crystal
thaumcraft:crystal_ignis, Fire Crystal
thaumcraft:crystal_aqua, Water Crystal
